dataset,sample_id,label,cv_count,misclassification_rate,boundary_entropy,true_class_confidence,boundary_hardness,hybrid_hardness,mean_fold_accuracy,same_label_fraction,label_entropy,label_margin,knn_density,local_spread,centroid_distance,pca_reconstruction_error,isolation_anomaly,feature_norm,H,B,S,V,R_resp,R_rob,D_H,D_B,D_S,D_V,D_R_rob,defect_mean,defect_max,defect_std,local_defect_mean,local_defect_max,local_defect_std,defect_tail_rank,hotspot_neighbor_fraction,maat_scalar_cost,maat_robustness_loss,label_disagreement,density_anomaly
digits,0,0,25.0,0.0,0.423376899076996,0.9217655838538235,0.08224082817181975,0.020411296051516724,0.9382517486846178,1.0,0.0,1.0,0.6334748410251441,0.02679365701405738,0.011315633007277748,0.009097175989111916,0.28477045536322637,0.03394031058325695,1.0,1.0,0.2804398475261362,0.6334748410251441,0.8588351098005174,0.6492205726255432,-0.0,-0.0,1.2713960243386535,0.45653499425559846,0.431982754648563,0.431982754648563,1.2713960243386535,0.4644212851343166,0.48258267509336955,0.748817238650404,0.12393327514310858,0.6978297161936561,0.0,0.431982754648563,0.3507794273744568,0.0,0.36652515897485594
digits,1,1,25.0,0.0,1.5432285314620333,0.5574983431452983,0.6692951407975133,0.179604810188684,0.9382517486846178,1.0,0.0,1.0,0.5088389125526318,0.04391305655275088,0.028603831431688237,0.025835854210760532,0.17617890921991491,0.03841982696241469,1.0,1.0,0.8576188853176228,0.5088389125526318,0.798350200327928,0.798350200327928,-0.0,-0.0,0.15359546778210156,0.675623790807031,0.2252079302690103,0.21088543777162858,0.675623790807031,0.2483603619594156,1.0741097590008784,1.8135665487893688,0.5363170990387952,0.15525876460767946,0.4666666666666667,0.21088543777162858,0.20164979967207197,0.0,0.4911610874473682
digits,2,2,25.0,0.0,1.8102845358543411,0.33311454743292734,0.8092925963150726,0.23316125608788446,0.9382517486846178,0.4666666666666667,0.3873330883757081,0.0,0.36688749003220067,0.075880271559136,0.120121528682134,0.029164541023218322,0.4394597366524328,0.06176642269244886,0.6126669116242919,1e-09,0.6307250892690295,0.36688749003220067,0.0006080217427802124,0.0006080217427802124,0.48993386491267277,20.72326583694641,0.460885186067222,1.0027000445984875,7.405299915485856,6.01641696960213,20.72326583694641,7.807223651883235,1.3839093875513402,6.252077346322265,1.9164370224178713,0.9766277128547579,0.3333333333333333,6.01641696960213,0.9993919782572198,0.5333333333333333,0.6331125099677993
digits,3,3,25.0,0.0,1.5636734375130854,0.5300711996795696,0.6800128733268976,0.18486705322935554,0.9382517486846178,1.0,0.0,1.0,0.5024511235849147,0.04499855818380029,0.037235428357978044,0.016651680945447896,0.1811435151421702,0.0290930991323685,1.0,1.0,0.8847646609720063,0.5024511235849147,0.7949953844305241,0.7949953844305241,-0.0,-0.0,0.12243358914279087,0.6882569102772809,0.229418970092427,0.20802189390249975,0.6882569102772809,0.2549333561616331,0.2631956359374182,0.3500557124632641,0.0485577313003321,0.12576516416249303,0.0,0.20802189390249975,0.2050046155694759,0.0,0.4975488764150853
digits,4,4,25.0,0.0,1.4189815451355463,0.5867445968115247,0.6041617543341974,0.16320882254732155,0.9382517486846178,1.0,0.0,1.0,0.40866057456138155,0.06441818839536692,0.06846752227194726,0.030673780089448266,0.48689610836869374,0.0668095954394024,1.0,1.0,0.8968537235210369,0.40866057456138155,0.7420860148814373,0.7420860148814373,-0.0,-0.0,0.10886250321891716,0.8948703585375172,0.2982901195125057,0.260404596253788,0.8948703585375172,0.3354305382175113,0.24506713164803962,0.452723518009404,0.0684712861948081,0.35948803561491377,0.0,0.260404596253788,0.25791398511856267,0.0,0.5913394254386184
digits,5,5,25.0,1.0,1.836384081881791,0.11674500109236152,0.8229746329437597,0.9632952032321778,0.9382517486846178,0.0,0.10637175908932572,0.0,0.39771059396111347,0.06721587464765541,0.12012405620411959,0.016007880146906232,0.29424286680484957,0.04380147906728172,0.8936282409106743,1e-09,0.8395218245648104,0.39771059396111347,0.0007083393167973456,0.0007083393167973456,0.11246542820070529,20.72326583694641,0.17492280570322216,0.9220306890515834,7.252587318066233,5.837054415593631,20.72326583694641,7.90684685009098,0.32709821808739054,0.6894906470078499,0.14218293253768605,0.9677239844184753,0.0,5.837054415593631,0.9992916606832026,1.0,0.6022894060388866
digits,6,6,25.0,0.0,1.3332011136256445,0.6301850297288422,0.5591935006830152,0.14925281743980034,0.9382517486846178,1.0,0.0,1.0,0.5757314071015378,0.033877081576665496,0.03904480616962976,0.011676718174340016,0.14139417617926417,0.030691930724111458,1.0,1.0,0.5230509918127874,0.5757314071015378,0.8319041813951022,0.7407829668814486,-0.0,-0.0,0.6480763209838842,0.5521140341566046,0.3000475887851222,0.3000475887851222,0.6480763209838842,0.27008095171249075,0.2877644499993981,0.4818890006532291,0.09358361804347846,0.49304396215915414,0.0,0.3000475887851222,0.2592170331185514,0.0,0.4242685928984622
digits,7,7,25.0,0.0,1.5383876388293531,0.5682222285152831,0.666757423465334,0.17787921787253438,0.9382517486846178,1.0,0.0,1.0,0.336886925942646,0.0856393936678765,0.07610866347907651,0.0473333294446515,0.6112365419444232,0.08835819970671205,1.0,1.0,0.4041780189151139,0.336886925942646,0.6958164935621685,0.6074551410638799,-0.0,-0.0,0.9058998571956748,1.0880079362604658,0.4984769483640352,0.4984769483640351,1.0880079362604658,0.44955505745828683,0.2982215301920377,0.6807099749203718,0.12429740872153841,0.7523650528658876,0.0,0.4984769483640351,0.3925448589361201,0.0,0.663113074057354
digits,8,8,25.0,0.0,1.890935407613471,0.38806471571217094,0.8515718060907296,0.23542075605960947,0.9382517486846178,1.0,0.0,1.0,0.4067539042183944,0.06489569085364665,0.049182305205486214,0.032853423970280266,0.2802915454099564,0.024959030021875064,1.0,1.0,0.8876845756645199,0.4067539042183944,0.7409301088909763,0.7409301088909763,-0.0,-0.0,0.11913880667612449,0.8995469343589405,0.29984897811964684,0.2637069438309424,0.8995469343589405,0.33632763517941744,0.2749263967398022,0.5967011700827836,0.09825443639610944,0.36672231496939345,0.0,0.2637069438309424,0.2590698911090237,0.0,0.5932460957816056
digits,9,9,25.0,0.0,2.113842372354507,0.2526878184679566,0.968425227723762,0.2742370469621099,0.9382517486846178,0.8666666666666667,0.17053635430122518,0.7333333333333334,0.3441854605368815,0.08312844610947129,0.07823439627161845,0.05760095668805652,0.32553576510540444,0.04192277287465039,0.8294636456987748,0.7333333333333334,0.45814708107668517,0.3441854605368815,0.5937866569013523,0.5565113891070377,0.18697599707664586,0.31015492830383945,0.7805650086996134,1.066574637419138,0.5860676428748092,0.5860676428748092,1.066574637419138,0.3175273736000156,1.1544867884767123,5.9219502084348585,1.8727660069138161,0.7974401780745687,0.2,0.5860676428748092,0.4434886108929623,0.1333333333333333,0.6558145394631185
