pooled_radius_spearman_Dstruct_vs_nfw,pooled_radius_spearman_Dstruct_vs_rar,pooled_radius_spearman_Dstruct_vs_radius,null_id
0.007571228719950027,0.003580716341847285,-0.002070433438150846,0
0.02716136391388329,-0.0077060801481487725,0.0013391368355234708,1
0.009101557232077975,0.011975834709006313,-0.028963976301215177,2
-0.0308254232607997,-0.0013379858471708685,-0.015315473906162728,3
0.03205731583896297,0.03182291344486231,-0.020942630582928848,4
0.029789767308183203,-0.005707746843911574,0.0025516400904383877,5
-0.005195985696978582,0.018477321395493025,-0.016831886429338614,6
-0.004723706103670305,0.028217131020421893,0.004099319089156549,7
0.026876141379499674,0.026800726167979193,0.007619341141314471,8
-0.021001857938068698,0.02534326485135162,0.013687508936670756,9
-0.0008607511713165706,0.026105693594715703,0.007247073522443966,10
0.030315838829527104,-0.0042743952767915015,0.046100523370410734,11
0.02212450142497929,-0.013694139837021072,0.021743876449729308,12
-0.005248878687301205,0.000373526623123513,0.005629758856790606,13
0.02452129125556374,-0.01851164982945487,0.023563242061953094,14
-0.006530789255405452,0.048330874043175466,0.02402808349312277,15
0.024643398602912106,-0.004819919213209625,0.0026002310438114763,16
0.014266976584814841,-0.010337308225707414,0.013079338334162421,17
-0.001701611229951973,-0.0071562906430312455,0.00887443268608434,18
0.0021024835936997795,0.0019118112417989411,0.007492662783082646,19
-0.010661807352224177,-0.03634309109478601,0.012846864916392116,20
-0.022635597831939643,-0.007764814233230943,0.009951160954743805,21
-0.01780409106233203,0.009663341292951736,-0.025880708262061864,22
-0.00713393891532637,0.007001409768532027,0.010922634572843919,23
-0.0012973905463420025,0.01550667016353198,0.01229985193027146,24
-0.016934276038388575,-0.017195498843885156,-0.041835269796163706,25
0.0035404940340030646,-0.030420395195097965,0.02885119100844671,26
0.0182475263264527,0.022597724733623713,0.01462955057690773,27
-0.012966911844957924,0.014835580847032846,-0.02462134391645704,28
-0.00515474996842608,-0.020866700760257536,0.011436759702609926,29
0.0076535309145619995,0.0034658180379521547,0.020099072170262782,30
0.007953820272825375,0.0013832791054313395,-0.010118070237921639,31
-0.02927095499354048,-0.019524683234377636,0.011755711790289837,32
-0.00966278149572478,-0.009699447906340381,-0.0056025746848406425,33
-0.002407813896755642,0.012042249002772322,-0.007634610926349647,34
0.02618023910477198,0.009992352342032766,-0.0007369598179086235,35
0.002301484429632769,-0.048643754530545515,-0.01173695735213926,36
-0.023566599400614306,0.01447635428869566,0.0007231047595687996,37
-0.0023283897800251913,0.018351257614307528,-0.004352839528613873,38
