d_H,d_B,d_S,d_V,d_R,label,source,min_margin,target_H,target_B,target_S,target_V,target_R
0.10172301037301823,0.25250891044493196,0.11312493793362033,0.21186463247552667,0.0,core_safe,maat_core,0.10172301037301823,0.8982802218501835,0.7474952978884236,0.886878335929106,0.7881576203415547,0.6376709391550598
0.34774262164798375,0.2004368527333914,0.7489462451190951,0.12065836944090669,0.0,core_safe,maat_core,0.12065836944090669,0.6522574248031496,0.7995631541571256,0.2510538048833403,0.8793418203948073,0.852665759648826
0.11485815652569276,0.01462076227150444,0.5393401423194568,0.44067905273615204,0.0,core_safe,maat_core,0.01462076227150444,0.8851429701585177,0.9853793795953945,0.4606602865105216,0.5593217942244082,0.7878223245103232
0.0878586592683106,0.27563281532995887,0.5693404425462016,0.22225197390276796,0.0,core_safe,maat_core,0.0878586592683106,0.9121439608735609,0.7243652705635786,0.4306624831441953,0.7777468527824828,0.6559009934437239
0.14921793252109705,0.23800709144252918,0.3478112717445214,0.16450096459992747,0.0,core_safe,maat_core,0.1461130239528844,0.8507813328057122,0.7619932927644096,0.6521888851849511,0.8354992001912178,0.8538873280002364
0.3233763262339936,0.31788601192061106,0.2704651415153192,0.31007181931234207,0.0,core_safe,maat_core,0.0864382350332783,0.6766227514098985,0.6821171909950077,0.7295332117815161,0.6899225066388948,0.9135592836425654
0.3814607528212287,0.13665733673616698,0.44307514204111476,0.4332858792335287,0.0,core_safe,maat_core,0.13665733673616698,0.6185404462209259,0.8633441687849812,0.5569250204592245,0.5667148582675378,0.7206048356591506
0.12739746148303366,0.24778746958956333,0.5822064962412679,0.6325263093252778,0.0,core_safe,maat_core,0.03895892483693231,0.872600585121548,0.752212675964705,0.4177932494761272,0.36747367350744947,0.9610409586175367
0.1871557464130853,0.15756986716817434,0.7324435530956368,0.4089340311198304,0.0,core_safe,maat_core,0.11664618727161913,0.812844086010731,0.842430970699669,0.2675554569119113,0.5910651815194267,0.616645669544757
0.4397380386447898,0.0186479665287822,0.4141572294268584,0.15208530696465405,0.0,core_safe,maat_core,0.0186479665287822,0.5602617419633639,0.9813516459586504,0.5858427495543203,0.8479146590752002,0.6330919999689754
0.07816798490233023,0.0467285298790272,0.6878007746895867,0.31217471988930523,0.0,core_safe,maat_core,0.0467285298790272,0.9218313658874611,0.953272347327895,0.31219927119888863,0.6878253004773346,0.6434302964541774
0.2830843642332468,0.07659429878806334,0.15339932230233677,0.478002746147866,0.0,core_safe,maat_core,0.01883988116414559,0.7169150277380975,0.923405384409586,0.8466011776514415,0.5219972249759007,0.981159758027898
0.04914217084924233,0.0479507240801903,0.3849152983715328,0.47884925046469273,0.0,core_safe,maat_core,0.0479507240801903,0.9508566208953362,0.9520509878640384,0.6150866883091592,0.521150336281555,0.9088049728443952
0.36933078016566556,0.18027536102968578,0.10034818155266223,0.5624968801850009,0.0,core_safe,maat_core,0.10034818155266223,0.6306707386709827,0.8197222561843795,0.8996496326699717,0.43750426600020126,0.7241294691600378
0.13757972541122554,0.18850142466093056,0.6401796162345383,0.13711288343740335,0.0,core_safe,maat_core,0.1138382146387259,0.862418096039299,0.8115024741494061,0.3598205213280461,0.8628871683275838,0.8861628518463207
0.03383615554738306,0.43881332313007815,0.3558413693267368,0.2562175622749804,0.0,core_safe,maat_core,0.03383615554738306,0.9661637931904122,0.5611867711238154,0.6441584338614598,0.7437825781767595,0.6423589615003013
0.07675703518657451,0.09143229307296452,0.6138874848439297,0.3284611279877113,0.0,core_safe,maat_core,0.07675703518657451,0.9232428766972314,0.9085676897463227,0.386112593573147,0.6715387134193374,0.8424063282800044
0.11429349586831361,0.0825441813929364,0.7157787305618737,0.6534078783384352,0.0,core_safe,maat_core,0.0825441813929364,0.8857064261095509,0.9174559435407597,0.28422246388329997,0.3465911998686247,0.8377734655025807
0.42507184979680146,0.37141137527853774,0.757294489146817,0.2861994461853291,0.0,core_safe,maat_core,0.1277139913505425,0.5749279341239171,0.6285886619211337,0.24270554610174033,0.7138006712776798,0.8722858107198026
0.26268293906060725,0.42783487697677547,0.5011098353115944,0.3333727092431856,0.0,core_safe,maat_core,0.14066879406932475,0.7373180915664366,0.5721643539674174,0.4988913107676573,0.6666270641023461,0.6406687611614864
0.09944839552441687,0.38944737583518085,0.3711468973048334,0.3400403252833861,0.0,core_safe,maat_core,0.056968043638407684,0.9005483595601581,0.6105484937859162,0.6288544287581099,0.6599560091332901,0.943028857649023
0.30262578828136877,0.27924087761254757,0.2514059354798551,0.49218575146333543,0.0,core_safe,maat_core,0.020457016521264304,0.6973730039856455,0.7207588358771181,0.7485946763647564,0.5078135321998997,0.9795431706861362
0.11929832017640107,0.35890896869569,0.24416412061908754,0.097490397389562,0.0,core_safe,maat_core,0.097490397389562,0.8807019230396309,0.6410820669065733,0.7558385030547986,0.9025033478281258,0.6528411349206176
0.09219886290898027,0.024286022129971108,0.5972931790101372,0.2869469839386799,0.0,core_safe,maat_core,0.024286022129971108,0.9078016775423886,0.9757121782677987,0.40270668307134977,0.7130531267508163,0.6380196790257605
0.030941835284059582,0.3961194954175514,0.7063184916348055,0.6386088971146083,0.0,core_safe,maat_core,0.030941835284059582,0.9690563060605458,0.6038801148255053,0.2936828527200884,0.3613963083375379,0.8631453140162111
0.3834973487862685,0.02874234783573759,0.44967654122357004,0.43167643243321596,0.0,core_safe,maat_core,0.02874234783573759,0.6165025176439862,0.9712573585190848,0.5503232297590026,0.5683238759441869,0.8918742834709512
0.16331754513744445,0.395135339892153,0.3293937943756836,0.21973307966514288,0.0,core_safe,maat_core,0.1049216903486554,0.8366832477960434,0.6048647552508007,0.6706063999753766,0.7802674555738142,0.6049210743554411
0.05436166840816914,0.322239163744074,0.13049568338035744,0.6255069672305964,0.0,core_safe,maat_core,0.0003504496443778038,0.9456400109384854,0.6777587970388176,0.8695172637287506,0.374493672309968,0.9996418921896955
0.15467799206368227,0.43372740362660367,0.7956567890502763,0.6638394617560615,0.0,core_safe,maat_core,0.13616053824393848,0.8453210676973706,0.5662732197226134,0.2043438673029604,0.3361605419100792,0.8423700710590911
0.35919728056125333,0.39379137209805104,0.39637534461233315,0.17836773463204436,0.0,core_safe,maat_core,0.14800126967054872,0.640801949823575,0.6062156556875394,0.6036247921543892,0.8216316898301911,0.8520047378305595
0.4309657003731886,0.05213328555267871,0.2323393331491047,0.5788085037242849,0.0,core_safe,maat_core,0.05213328555267871,0.5690577482110752,0.9478655701150678,0.7676626280804966,0.4211894924957522,0.6366884023296792
0.135100879531182,0.15784462505176156,0.04752490011785304,0.5960924113885546,0.0,core_safe,maat_core,0.04752490011785304,0.8648991750650797,0.842154919860389,0.9524755277564148,0.4039072929440406,0.8033410953787768
0.2660476028595127,0.35206716771298374,0.32935500159083997,0.4780713687675783,0.0,core_safe,maat_core,0.11442391723760559,0.7339523992429138,0.6479328370136329,0.6706449987272066,0.5219286379220665,0.6144239337109455
0.20288519938191174,0.2558626018760777,0.2991904809453996,0.4475389570314019,0.0,core_safe,maat_core,0.194904369506832,0.7971149726198558,0.7441381878309505,0.7008099847528457,0.5524601341151779,0.8050956978427033
0.41757315207023804,0.07110289267822245,0.7555455712372134,0.5035721176582271,0.0,core_safe,maat_core,0.07110289267822245,0.5824266161828247,0.9288969449677584,0.24445433352550233,0.4964280052935591,0.7336520162006183
0.28578631627151807,0.018707610397029728,0.0036288315640069513,0.15952616557647514,0.0,core_safe,maat_core,0.0036288315640069513,0.7142137124852137,0.9812931314054376,0.9963715780669098,0.8404734239482099,0.7243846039683065
0.004889996529787499,0.19981380847564556,0.12874413324741218,0.006774810665324482,0.0,core_safe,maat_core,0.004889996529787499,0.9951098512076225,0.8001862426128018,0.8712557847053708,0.9932251650283908,0.6566383554275098
0.3452165180110601,0.31857289987670134,0.407841953708064,0.2894886684543696,0.0,core_safe,maat_core,0.2026837080043813,0.6547835282246679,0.6814266986415378,0.5921580339212692,0.7105116211103571,0.7973159903402666
0.2976956511538432,0.06998434520829822,0.4139415489066084,0.1619608758652319,0.0,core_safe,maat_core,0.0591923901439253,0.7023054174837967,0.9300154929792339,0.5860580068698352,0.8380393126215654,0.9408062067524676
0.16612569046983405,0.3701169574279284,0.528913799512073,0.5658782591501644,0.0,core_safe,maat_core,0.10992827633654811,0.8338745081641341,0.6298779620966354,0.471084508487684,0.43412210676388985,0.609929252719429
0.23512230154334246,0.10735575679532483,0.07733749900324238,0.19551292914318963,0.0,core_safe,maat_core,0.014715508204402816,0.7648776431324797,0.8926446534328034,0.9226622975712425,0.804487162702846,0.9852844894197519
0.11981088228631032,0.11250769229226931,0.5228057291795007,0.6132911845048064,0.0,core_safe,maat_core,0.11250769229226931,0.8801890738470622,0.887492592070871,0.47719428905043904,0.3867088424049547,0.6163787841142879
0.033885628218123354,0.0798388345643547,0.7704225232315112,0.4391085369339679,0.0,core_safe,maat_core,0.033885628218123354,0.9661157502489499,0.9201623907778442,0.2295765817609394,0.5608916389147139,0.6194793889255404
0.06384432734465206,0.44797630611724826,0.38829806631900077,0.22589804100057242,0.0,core_safe,maat_core,0.06384432734465206,0.9361563870811704,0.5520250562228467,0.6117034736930799,0.774101179555078,0.6118429156514452
0.3263288268301524,0.051049450086323445,0.6499252958688672,0.6406328217904222,0.0,core_safe,maat_core,0.051049450086323445,0.6736712728397802,0.9489509029773412,0.3500749455515931,0.35936811386503414,0.7367707754182641
0.2734324514771235,0.0381163030348991,0.402466922413231,0.6059437849511531,0.0,core_safe,maat_core,0.0381163030348991,0.7265660918148074,0.9618844421284997,0.5975332769042796,0.39405683931914304,0.7461513852796534
0.3219562643868056,0.046351147826159345,0.6119223078764975,0.4722603575240959,0.0,core_safe,maat_core,0.03637313008731713,0.6780433938003214,0.9536485594478479,0.3880776935045276,0.5277399113616739,0.9636259257691794
0.1973297672624026,0.09361148319319534,0.17294067007919556,0.3931294944686823,0.0,core_safe,maat_core,0.09361148319319534,0.8026702274864731,0.9063884913136183,0.8270592875005709,0.606870381008935,0.7905029234346902
0.21927113495896255,0.25516241660159433,0.7713245286780164,0.02815881420301969,0.0,core_safe,maat_core,0.02815881420301969,0.7807294289350502,0.7448376217904953,0.22867420113453055,0.9718421656304542,0.6412010736520635
0.13582236762694666,0.35684581947154026,0.5583410083769402,0.424107405750476,0.0,core_safe,maat_core,0.13582236762694666,0.864185376524461,0.6431592436861654,0.44165725502691083,0.5758880440246682,0.7666438532276592
0.33284286272584496,0.3048794562341719,0.606013649152259,0.3640955979664515,0.0,core_safe,maat_core,0.12669664979533024,0.6671568445368625,0.6951206984354784,0.3939862824226662,0.6359043803857456,0.8733033430635252
0.4458331742689343,0.365252447758029,0.7749738954620564,0.6225594033773171,0.0,core_safe,maat_core,0.1519404861909599,0.5541669018195056,0.6347448886651084,0.22502681032131566,0.3774406272935423,0.8480597146513185
